Review,Review_Type
Good. NiceREAD MORE,1
"Don't waste your money. Received the package in appropriate time in a nice package, Original product best quality.READ MORE",1
Just wow!. GoodREAD MORE,1
Best in the market!. mavis 350 is good for indoor play better go for itREAD MORE,1
Bad quality. Very good qualityREAD MORE,0
Terrific purchase. This badminton shuttle is very good . This quality is very nice.READ MORE,1
Wonderful. Nice product... fully satisfied...speed of shuttle is good.READ MORE,1
Perfect product!. Bought it for INR 525 during the big 10 sales. These are one of the best shuttle corks available and one would normally last for atleast 10 days with 2 hours of play a day.READ MORE,1
Just wow!. Good product..READ MORE,1
Terrible product. It's good shattleREAD MORE,1
Good choice. GoodREAD MORE,0
Great for professional playing.. Shuttle was light as compare to the shop purchase. May be some duplicate in itREAD MORE,0
Just wow!. Good for indoor gameREAD MORE,1
"Bad quality. Good product,,READ MORE",1
Wonderful. Quality is not goodREAD MORE,0
Not good. Good productREAD MORE,1
Must buy!. Really goodREAD MORE,1
Really Nice. Awesome for training.READ MORE,1
original product. Best product for outdoor playREAD MORE,1
Good choice. I brought this product but it's waste of money they have given used product pl don't buy this productREAD MORE,0
Terrific. Packing can ve betterREAD MORE,1
"Simply awesome. Light weight shuttles, great for professional playing.READ MORE",1
Delightful. Gud one...READ MORE,1
Must buy!. Poor qualityREAD MORE,0
Brilliant. GrtREAD MORE,1
Nice. Nice stuttle..love itREAD MORE,0
"Highly recommended. NICE DELivered  PRODUCT WAS HIGH QUALITY, WHICH SHOWN IN CORTREAD MORE",1
"Excellent. Shuttles look genuine, but the packing is terrible. The box easily easily gets damaged and the shuttles inside get spoilt. They should opt for a better packing.READ MORE",1
Best in the market!. I got original Yonex malvis 350.thanks Flipkart but delivery slow.READ MORE,1
Excellent. GoodREAD MORE,1
Worth every penny. Best quality at best price👌READ MORE,1
Classy product. Good qualityREAD MORE,1
Worth the money. Quality is goodREAD MORE,1
Awesome. Nice product and reached on timeREAD MORE,1
Really Nice. Original product receivedREAD MORE,1
Decent product. A very nice product. It is very good for beginners.READ MORE,1
Superior. Best ones for practice. Lasts long too.READ MORE,1
Just wow!. GoodREAD MORE,1
Just wow!. It's more then expectedREAD MORE,1
Fabulous!. Top qualityFeel real playingREAD MORE,1
Good product. Good productREAD MORE,1
Expected a better product. very cheap priceREAD MORE,1
Good product. GoodREAD MORE,1
Worth the money. Nice and orignal productREAD MORE,1
Absolute rubbish!. It's  goodREAD MORE,1
Delightful. Very goodREAD MORE,1
Nice one. Nice durability..... Superior in indoor court.READ MORE,1
Terrific. DurableREAD MORE,1
Shuttle yonex. Good shuttles for warm climatic conditions...READ MORE,1
Mind-blowing purchase. Very goodREAD MORE,1
Just wow!. Very good packing and product. Liked itREAD MORE,1
"Nice. Though I got the product around rs 620 , it was not a good shuttle and broke off in a day's play with intermediate level of play. So in all the box  lasted for 10 days  or so.READ MORE",0
"NICE. Last long, worth buyingREAD MORE",1
Pretty good. best and cheap compared to other online site ...and quality is up to the mark....READ MORE,1
Just okay. Nice productREAD MORE,0
Really Nice. OriginalREAD MORE,1
Pretty good. Go for it if u r a beginner at badmintonREAD MORE,1
Satisfied. Very good shuttle by yonexREAD MORE,1
Value-for-money. Shuttle is v Gud at v nice price. V durableREAD MORE,1
Fabulous!. Good quality product i liked itREAD MORE,1
Brilliant. Good productREAD MORE,1
osm. Good oneREAD MORE,1
Worth every penny. VERY GOOD QUALITYREAD MORE,1
"Classy product. Good , genuineREAD MORE",1
Worth every penny. Nice oneAdipolyyayin bro..READ MORE,0
Nice. GoodREAD MORE,1
Delightful. SuperREAD MORE,1
Nice product. Good oneREAD MORE,1
Fabulous!. GoodREAD MORE,1
"Very Nice. It is very good shuttle.long lasting, balancing..READ MORE",1
Super!. Very good balance in the shuttle with less durable. But while playing it will give a great experienceREAD MORE,1
not that good. good for smash shotREAD MORE,1
Excellent. Just awsm delivery and very good productREAD MORE,1
Value-for-money. SuperbREAD MORE,1
Perfect product!. Good quality shuttle.... Enjoy playing....READ MORE,1
Fair. GoodBut price is high . I bought the same shuttle from this dealer in 685 rs. but price is surging.READ MORE,0
Really Nice. Good product for indoorREAD MORE,1
Highly recommended. Lasts for long timeREAD MORE,1
Fast delivery... Product is as expected. Mavis 350 are much in demand now. Best shuttles for intermediate to semi pro players.READ MORE,1
Sorry. Best productREAD MORE,1
Value-for-money. Perfect for intermediate playersREAD MORE,1
Mind-blowing purchase. These are not of very good qualityREAD MORE,0
Terrific. High quality product. Good for amateurs like me.READ MORE,1
Simply awesome. Two shuttles were defective stars for prompt deliveryREAD MORE,1
Durable product. GudREAD MORE,1
Good choice. Packaging was not properly done.READ MORE,0
Classy product. GoodREAD MORE,1
Value-for-money. Product is very goodREAD MORE,1
Good choice. Received the barrel with seal. Happy with the product.READ MORE,1
Nice. Product is in not good enoughREAD MORE,0
Delightful. GoodREAD MORE,1
Simply awesome. worst product in online purchase please consider my review..READ MORE,0
Really Nice. Best for indoor playing.READ MORE,1
Waste of money!. Very good one Nd v r hppy with this product Actly v r vry dbtfl with the online shoping nd allBt ma frnds all r hpy with this Tnk u filpkart .....READ MORE,1
"Classy product. Hello Friends,I would like to tell you that I play the badminton on a regular basis with my friends and this shuttle is our first choice because, as we practised daily 1-2 hours this shuttle last 4-6 days. Also, Most of the time it damages from a crown / fur area rather than cork. A good product for beginners.READ MORE",1
"Highly recommended. Good, find no issue,READ MORE",1
"Delightful. There was a small delay in delivery, however product is good...READ MORE",1
Good quality product. GoodREAD MORE,1
Fabulous!. Fully satisfied.....READ MORE,1
Mind-blowing purchase. Good product which I received Mavis 350 .READ MORE,0
Value-for-money. Very Good product but packing is not goodREAD MORE,1
Fabulous!. Nice projectREAD MORE,1
Very Good. Good productREAD MORE,1
Terrific purchase. Poor qualityREAD MORE,0
Terrific. Best shuttle you can get for playing both outdoors and indoors.READ MORE,1
Good choice. very nice shuttleREAD MORE,1
Buy it. Good itemREAD MORE,1
Brilliant. GoodREAD MORE,1
Super!. Ya its v gudREAD MORE,1
Awesome. Superb quality as aspected... 👍READ MORE,1
Worth the money. Value for moneyREAD MORE,1
Thanks. As I m a beginner it is excellent but will not do for professionals as it is slow for them. Otherwise a classy product for beginners like meREAD MORE,1
Highly recommended. BestREAD MORE,1
Good quality product. Best product thanksREAD MORE,1
Terrific. Nice oneREAD MORE,1
Good quality product. Very good productREAD MORE,1
Simply awesome. Good qualityREAD MORE,1
Good choice. Excellent delivery from flipkart. Authentic productsREAD MORE,1
Best in the market!. Delivered in a day and at best price. Happy to receive.READ MORE,1
Wonderful. Good and reasonable offersREAD MORE,1
Must buy!. GoodREAD MORE,1
Terrific purchase. Thanks for your team for timely deliveryREAD MORE,1
Hated it!. Very niceREAD MORE,1
"Worth every penny. Hi Everyone, I am using this shuttle and it is worth to buy if you play in indoor court then you can buy it.READ MORE",1
Horrible. Best BuyREAD MORE,1
Simply awesome. It was nice experienceREAD MORE,1
Excellent. Great product at this priceCan i get this offer againREAD MORE,1
Waste of money!. Price offer goodREAD MORE,1
"Terrific. Get good corks as usual.thank u flipkart.lov it so much.""READ MORE",1
Nice product. Great productREAD MORE,1
Best in the market!. Nice product and worthble priceREAD MORE,1
Great product. Very good product..READ MORE,1
Wonderful. Third quality.READ MORE,0
Best in the market!. This is and amazing and outstanding offer dont miss itREAD MORE,1
"Terrific purchase. Bad item , no weight unsutable for outdooeREAD MORE",0
Value-for-money. very niceREAD MORE,1
Just okay. Really worth buying. Go ahead and buy. Game onREAD MORE,1
Mind-blowing purchase. BadREAD MORE,0
Wonderful. Gud oneREAD MORE,1
about ekart logistics. These shuttle r d best among d available for outdoor or indoor......delivery by fk was on time...  But the price is highREAD MORE,1
Moderate. niceREAD MORE,1
"Vj. 100% original product, worth buyingREAD MORE",1
Great product. Good shape and good qualityREAD MORE,1
Just wow!. AwsomeREAD MORE,1
Super!. very quality product supeer 5starREAD MORE,1
Value-for-money. I got nice piecesREAD MORE,1
Wonderful. GoodREAD MORE,0
Average. Best productREAD MORE,1
Good quality product. ExcellentREAD MORE,1
Excellent. Today i am totally hearted by delivery boy of his rudely behaviour:-(During delivery timeREAD MORE,0
Not good. This is an average quality product.READ MORE,0
good and the best one for daily use. Item seal already openedREAD MORE,0
Wonderful. Very goodREAD MORE,1
Value-for-money. Nice product but delivery services very poorREAD MORE,0
Perfect product!. Nice shuttle. Good for outdoor games.READ MORE,1
Delightful. GoodREAD MORE,1
Nice product. Nice shuttleREAD MORE,1
Really Nice. Not badREAD MORE,0
Hated it!. Awesome productREAD MORE,1
Above-average product. Good \m/READ MORE,1
Don't waste your money. ExcellentREAD MORE,1
Super!. Got the product package perfectly. The seal was not broken. played  for the day . Best in classREAD MORE,1
Highly recommended. ThnxREAD MORE,1
Terrific. NiceREAD MORE,1
Fabulous!. Best product ever seenREAD MORE,1
Mind-blowing purchase. goodREAD MORE,1
Fabulous!. super prductREAD MORE,1
Terrific. Good ProductREAD MORE,1
Nice shuttle. The shuttle s very slow not up to the mark. Waste of money. Better try other seller.READ MORE,0
Nice product. Not goodREAD MORE,0
Brilliant. In my location at direct sport showrooms i bought it for just Rs.630. Online business is too much trickyREAD MORE,0
Worth every penny. Product is okay  but its cheaper if you buy offlineREAD MORE,1
Really Nice. Packing quality very...poor...but product is genuineREAD MORE,0
Terrific purchase. Just okay Simply go for it.READ MORE,1
"Worth the money. The shuttle was brand new,the packing was very good,delhivery delivered on time,the shuutle was exelent for indoorREAD MORE",1
Worth the money. I am very happy with your productsREAD MORE,1
Just wow!. ThanksREAD MORE,0
Excellent. SuperREAD MORE,1
Brilliant. Nice shuttle from yonex and got it on a reasonable price. Thanks FlipkartREAD MORE,1
Wonderful. Good & durableREAD MORE,1
Decent product. The product is good for players.READ MORE,1
Just wow!. NiceREAD MORE,1
Wonderful. Good for daily player..READ MORE,1
Delightful. good oneREAD MORE,1
Awesome. Very gud quality productREAD MORE,1
Super!. Nice productREAD MORE,1
"Nice. I paid 700, it's worth paying that money for it.READ MORE",1
Finally an original version. NiceREAD MORE,1
Good. Good quality.READ MORE,1
Must buy!. Purchased it at rs.730 expected some more discount...But quality is good...Original product from Flipkart!!!READ MORE,1
Wonderful. good productREAD MORE,0
Really Nice. okREAD MORE,1
Nice product and even better service by FK. Genuine product & perfect delivery time.READ MORE,1
"Best in the market!. Supb, I am really happy to buy this shuttle. It's very good quality product. Don't think go ahead.READ MORE",1
Mind-blowing purchase. Very nice ExcellentREAD MORE,1
Nice product. Good product for proffesional players long lasting shuttle good one flipkart .Thanks for a good product I am thinking of purchasing in bulk.READ MORE,1
Super!. One shuttle is not properly .READ MORE,0
Expected a better product. Received a very good set. Ideal flight.READ MORE,1
Nice and sober. Overall quality of the product & price is justified.READ MORE,0
Brilliant. GoodREAD MORE,1
Pretty good. Yonex mavis 350 is very strong Excellent shuttlesREAD MORE,1
Nice. GoodREAD MORE,1
Nice product. Product is good and got the best price on FK.READ MORE,1
Worth the money. Yonex Mac is 350 is a best quality productsREAD MORE,1
Terrific purchase. Its really fabREAD MORE,1
Fair. These are great for playing outside. They are durable and don't break easy. Very good weight for ameture player's.READ MORE,1
Perfect product!. Best practice shuttlesCork back ensures you the feel of shuttles and is durable(best for 4 long matches)READ MORE,1
Awesome. Not good product. Bad qualityREAD MORE,0
Simply awesome. Nice shuttle and quality.. Medium  pace shuttle.READ MORE,1
Really Nice. Good shuttleREAD MORE,1
Highly recommended. GoodREAD MORE,1
Just wow!. Good productREAD MORE,0
Just wow!. Nice one.READ MORE,1
Just wow!. Good product......READ MORE,1
Pretty good. Good shuttleREAD MORE,1
Nice. Shipping should be freeREAD MORE,0
Wonderful. Product is very good in quality.READ MORE,1
Just wow!. awesome deal at awesome price...love itREAD MORE,1
Classy product. Good product in right app......READ MORE,1
Average Quality. goodREAD MORE,1
Simply awesome. Very good and original product.READ MORE,1
Awesome. Nice product yonex never let me down the best company according to meREAD MORE,1
Unsatisfactory. Good quality shuttlecocksQuite impressiveREAD MORE,1
Horrible. Very good shuttle cocksREAD MORE,1
